feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target,id
0.8412087905582012,0.9825165931742285,0.05387511370630671,0.6888282520525204,0.9658766104367035,0.5320497799513106,0.8078725650234477,0.10812219460943351,0.6223157630099814,0.04129576858149353,0.0,0
0.17566105717314628,0.3752100466440379,0.10684830727790018,0.2956894882298542,0.7622810008079539,0.7630731677744143,0.48451535972638293,0.16794500888595443,0.8464299612040864,0.37518988804398234,1.0,1
0.01892243612310729,0.224633118044419,0.36939797756307113,0.606069307439953,0.634490629115702,0.02634952868768703,0.5131430688588341,0.6855183277032816,0.3271502129151994,0.5099866274220591,0.0,2
0.7801361876547975,0.1325594130524803,0.8338012188285806,0.6225702341729585,0.33858525495207936,0.04982730289510662,0.8081926643367008,0.2983595900293734,0.8132365963471259,0.09239587729515275,1.0,3
0.729184689380099,0.2863551509083663,0.4724144702444557,0.6490695637709947,0.8936380167964643,0.6705052511381073,0.8085478242640769,0.7130756754077734,0.7276595020528275,0.6834493616298392,2.0,4
0.28795302076773255,0.296387769170664,0.5105135084534964,0.5054743826081296,0.867293369889693,0.06996981430909621,0.17005715046743797,0.21480333523118367,0.9240276159797011,0.8262997853141628,1.0,5
0.7085303688875167,0.09506561355985665,0.0617554311474251,0.9472966582554054,0.0014917402132371693,0.4709202080887085,0.7828287229799025,0.8035400310729625,0.6190090860478707,0.006203638514297172,0.0,6
0.3786611194530085,0.4916770903107487,0.6781123933982912,0.8050259019506228,0.5587805223602207,0.48172291983259286,0.0972853526116193,0.9949110977474238,0.49601802045860544,0.6665789293728777,1.0,7
0.43816131472058883,0.85471018340417,0.5097065237722725,0.5809850330394964,0.7179295162482264,0.32913208751147616,0.8941730604955082,0.37735625842069065,0.7111929866800026,0.41853942887285,2.0,8
0.15697579617678148,0.318010093823599,0.07161027581085988,0.15524601114831504,0.12699140066067938,0.266605324976546,0.9215368850661609,0.6907660561639217,0.8872326433919018,0.08782926428260063,2.0,9
0.5709017129468266,0.24359265494853377,0.4238385955786884,0.5127763871807867,0.07180038400236555,0.9121433856443678,0.38154724613871116,0.18752271784526753,0.5431882677844075,0.8868162102687288,1.0,10
0.40421789553961995,0.08113031051156616,0.0404025566399967,0.768723062583721,0.5888449073428254,0.5876298913888517,0.41907304583256466,0.23719228280979887,0.8085102321424439,0.6588498114616649,0.0,11
0.024040239466033175,0.6623414851677287,0.8580343206243956,0.980793348807048,0.5825186005411708,0.717831943186655,0.5850686815808241,0.4888727723124904,0.8425706052063896,0.09369677617995331,2.0,12
0.6656313576630242,0.7209669628702308,0.16595638378218747,0.6116149947528651,0.07085777529588122,0.14135709782291628,0.4352837246129919,0.4014512651261307,0.46574432296745727,0.6539462121778675,1.0,13
0.48478965784320505,0.04492507434539772,0.09153341583534036,0.30761114860882555,0.20178309042981568,0.19609665990650893,0.7414931097104346,0.07445533703666218,0.3194247345781668,0.5469144228252205,1.0,14
0.5330978580865339,0.013556746349299709,0.5698706287768274,0.9425701454140167,0.9773859775537017,0.6783800506005867,0.7664125622042891,0.9783960267512095,0.15611646805920343,0.004991534827598398,2.0,15
0.6880555270087623,0.8069087726532856,0.002282202582477688,0.2692291084662446,0.2112117338728574,0.5680306674934892,0.8998305894467796,0.7752627189790823,0.7774932721369939,0.6986055575460497,2.0,16
0.47613616998588437,0.24241288468964195,0.10527440597577509,0.11204866078967002,0.4814481234460033,0.9735411079060888,0.6917036305326736,0.4246421867422372,0.31798601746266475,0.1696350863136582,0.0,17
0.7127962013245787,0.11415529678129122,0.2534044558203654,0.12058784169716341,0.6114166238790701,0.8012295172252071,0.5449503359944915,0.10848862753971922,0.09417476497708388,0.1938008534064235,1.0,18
0.23001748414511303,0.6692886991329765,0.595904007381972,0.9640470898198036,0.015674406792589135,0.0491335503214515,0.15772966078823747,0.6775003135234392,0.22189806695555658,0.6781022188331302,1.0,19
0.7507889148364875,0.940327726369844,0.9690451744282118,0.23011692150776797,0.5527037316534509,0.46199414598546196,0.43883712472142344,0.7859858433518239,0.3828972546786059,0.6743387051187522,1.0,20
0.058112797047087605,0.48089278498098986,0.7545317618313193,0.7126064159245297,0.2645140899038462,0.557179168027933,0.6828134744237815,0.11334452991996613,0.5060618978383018,0.9036763383087587,1.0,21
